"","gene_id","gene_name","gene_length"
"1760169","ENSMUSG00000097633","Gm16617",675
"1760174","ENSMUSG00000097634","Gm26827",148
"1760178","ENSMUSG00000097635","Gm26826",1395
"1760182","ENSMUSG00000097636","Mirt1",8569
"1760214","ENSMUSG00000097637","4933417D19Rik",1229
"1760219","ENSMUSG00000097638","Carlr",2574
"1760227","ENSMUSG00000097639","Platr4",2553
"1760237","ENSMUSG00000097640","Gm20033",3124
"1760259","ENSMUSG00000097641","Gm26865",3289
"1760263","ENSMUSG00000097642","Gm26866",802
"1760266","ENSMUSG00000097643","A130051J06Rik",2618
"1760270","ENSMUSG00000097644","Gm26862",2191
"1760276","ENSMUSG00000097646","Gm26864",156
"1760279","ENSMUSG00000097648","9330185C12Rik",1009
"1760284","ENSMUSG00000097649","Gm10561",1943
"1760293","ENSMUSG00000097650","4921507G05Rik",1653
"1760297","ENSMUSG00000097651","4930461G14Rik",843
"1760302","ENSMUSG00000097652","Mhrt",1214
"1760312","ENSMUSG00000097653","Gm16387",2632
"1760316","ENSMUSG00000097654","Gm26714",1655
"1760321","ENSMUSG00000097655","Gm26713",627
"1760327","ENSMUSG00000097656","Gm26712",217
"1760330","ENSMUSG00000097657","Gm7389",2884
"1760333","ENSMUSG00000097662","Gm2093",3526
"1760338","ENSMUSG00000097665","Gm16853",1986
"1760345","ENSMUSG00000097666","A330094K24Rik",1269
"1760349","ENSMUSG00000097668","Gm26761",2192
"1760354","ENSMUSG00000097669","Gm8649",233
"1760357","ENSMUSG00000097670","Gm26607",867
"1760360","ENSMUSG00000097671","1700015O11Rik",678
"1760365","ENSMUSG00000097673","Gm26608",2886
"1760373","ENSMUSG00000097675","1700101I11Rik",1868
"1760379","ENSMUSG00000097676","Gm26612",1055
"1760383","ENSMUSG00000097677","Gm26611",785
"1760388","ENSMUSG00000097679","Rps19-ps5",403
"1760391","ENSMUSG00000097680","Gm26642",2782
"1760396","ENSMUSG00000097682","4930554H23Rik",2542
"1760408","ENSMUSG00000097683","Gm26644",2986
"1760415","ENSMUSG00000097684","Gm26645",1316
"1760418","ENSMUSG00000097685","Gm26646",1747
"1760426","ENSMUSG00000097686","Gm26647",1255
"1760430","ENSMUSG00000097689","4930471D02Rik",2075
"1760434","ENSMUSG00000097690","4930505N22Rik",1190
"1760442","ENSMUSG00000097691","9030616G12Rik",644
"1760446","ENSMUSG00000097692","A230060F14Rik",1889
"1760451","ENSMUSG00000097693","4930471M09Rik",3509
"1760461","ENSMUSG00000097694","G730013B05Rik",2871
"1760482","ENSMUSG00000097697","4833412C05Rik",1395
"1760492","ENSMUSG00000097699","5430400D12Rik",1690
"1760496","ENSMUSG00000097700","Gm26738",601
"1760499","ENSMUSG00000097701","Gm17508",681
"1760503","ENSMUSG00000097702","Gm26739",427
"1760507","ENSMUSG00000097704","Gm26741",87
"1760512","ENSMUSG00000097705","Gm26740",1724
"1760521","ENSMUSG00000097706","E030037K01Rik",1756
"1760524","ENSMUSG00000097709","2810429I04Rik",8789
"1760585","ENSMUSG00000097710","2310026I22Rik",1307
"1760590","ENSMUSG00000097711","Gm5523",997
"1760593","ENSMUSG00000097712","Gm10532",2301
"1760599","ENSMUSG00000097713","Gm7741",989
"1760602","ENSMUSG00000097714","Gm20109",671
"1760606","ENSMUSG00000097715","Gpr137b-ps",4716
"1760658","ENSMUSG00000097716","1700026J14Rik",794
"1760662","ENSMUSG00000097717","1700066J03Rik",850
"1760671","ENSMUSG00000097719","Rpl31-ps18",377
"1760674","ENSMUSG00000097724","Gm26850",3211
"1760680","ENSMUSG00000097725","4930593A02Rik",2032
"1760698","ENSMUSG00000097726","9530036O11Rik",3665
"1760715","ENSMUSG00000097727","F630040K05Rik",5327
"1760732","ENSMUSG00000097729","2310015A10Rik",2330
"1760751","ENSMUSG00000097730","Gm26588",4433
"1760761","ENSMUSG00000097735","D930032P07Rik",1389
"1760774","ENSMUSG00000097736","9530059O14Rik",6620
"1760796","ENSMUSG00000097738","4930445N18Rik",1922
"1760807","ENSMUSG00000097739","Gm2539",3124
"1760819","ENSMUSG00000097740","E030044B06Rik",2504
"1760835","ENSMUSG00000097742","Gm26535",2600
"1760840","ENSMUSG00000097743","Gm16973",2421
"1760848","ENSMUSG00000097744","D030040B21Rik",2788
"1760854","ENSMUSG00000097745","AI115009",1853
"1760860","ENSMUSG00000097746","Gm6225",7740
"1760866","ENSMUSG00000097748","Gm26533",1790
"1760871","ENSMUSG00000097749","Gm16938",511
"1760879","ENSMUSG00000097750","Gm4673",4452
"1760885","ENSMUSG00000097752","Gm26688",1568
"1760890","ENSMUSG00000097754","Ptgs2os2",1745
"1760894","ENSMUSG00000097755","2010110K18Rik",2852
"1760906","ENSMUSG00000097756","A730056A06Rik",2776
"1760914","ENSMUSG00000097760","6030442K20Rik",2222
"1760920","ENSMUSG00000097761","4930534D22Rik",2715
"1760924","ENSMUSG00000097762","4732463B04Rik",2932
"1760929","ENSMUSG00000097763","Gm26636",1115
"1760934","ENSMUSG00000097766","5730420D15Rik",1182
"1760941","ENSMUSG00000097767","Miat",9293
"1760977","ENSMUSG00000097768","2310043M15Rik",1580
"1760981","ENSMUSG00000097772","5430416N02Rik",4071
"1760998","ENSMUSG00000097773","Gm10614",2538
"1761002","ENSMUSG00000097776","Gm26795",2095
"1761009","ENSMUSG00000097777","Gm16794",4100
"1761024","ENSMUSG00000097779","4833407H14Rik",1494
"1761028","ENSMUSG00000097780","Gm26746",487
"1761031","ENSMUSG00000097781","9330136K24Rik",2478
"1761036","ENSMUSG00000097783","Gm26747",1716
"1761040","ENSMUSG00000097784","A430105J06Rik",1275
"1761044","ENSMUSG00000097785","B230217O12Rik",1834
"1761053","ENSMUSG00000097786","4933429H19Rik",995
"1761058","ENSMUSG00000097787","2700046G09Rik",1647
"1761062","ENSMUSG00000097788","Gm16596",708
"1761078","ENSMUSG00000097789","Gm2115",7340
"1761094","ENSMUSG00000097790","Gm16399",219
"1761097","ENSMUSG00000097792","Gm27042",1098
"1761102","ENSMUSG00000097793","Gm17259",4608
"1761106","ENSMUSG00000097794","Gm2990",1356
"1761113","ENSMUSG00000097795","Gm7678",943
"1761116","ENSMUSG00000097797","Gm26901",4339
"1761133","ENSMUSG00000097798","Gm26898",384
"1761137","ENSMUSG00000097801","Gm26777",2573
"1761142","ENSMUSG00000097803","Rpl31-ps16",376
"1761145","ENSMUSG00000097804","Gm16685",1592
"1761150","ENSMUSG00000097805","Gm17473",4069
"1761156","ENSMUSG00000097806","Gm6556",2254
"1761163","ENSMUSG00000097807","Gm26553",1818
"1761169","ENSMUSG00000097809","Gm26554",845
"1761173","ENSMUSG00000097812","Gm26812",805
"1761181","ENSMUSG00000097814","Panct2",4120
"1761194","ENSMUSG00000097816","Gm26811",5485
"1761199","ENSMUSG00000097817","Gm26810",1256
"1761206","ENSMUSG00000097819","Gm26813",3587
"1761210","ENSMUSG00000097820","E530011L22Rik",5282
"1761216","ENSMUSG00000097821","C130032M10Rik",905
"1761221","ENSMUSG00000097822","Gm26655",2856
"1761236","ENSMUSG00000097823","Gm16701",1627
"1761240","ENSMUSG00000097825","9630001P10Rik",4765
"1761253","ENSMUSG00000097827","5330439K02Rik",2312
"1761257","ENSMUSG00000097828","6430562O15Rik",5975
"1761267","ENSMUSG00000097831","4930540M05Rik",2068
"1761272","ENSMUSG00000097832","Gm26912",1483
"1761276","ENSMUSG00000097833","Gm5976",996
"1761279","ENSMUSG00000097834","Gm26911",2404
"1761291","ENSMUSG00000097835","Gm26910",698
"1761295","ENSMUSG00000097836","Gm26903",4583
"1761302","ENSMUSG00000097840","Gm26756",1294
"1761307","ENSMUSG00000097841","4930511A02Rik",1941
"1761318","ENSMUSG00000097842","9330104G04Rik",3510
"1761324","ENSMUSG00000097845","A230020J21Rik",1650
"1761330","ENSMUSG00000097847","4930478K11Rik",715
"1761335","ENSMUSG00000097848","Gm807",1871
"1761343","ENSMUSG00000097850","Mir205hg",2112
"1761347","ENSMUSG00000097851","Platr30",2042
"1761360","ENSMUSG00000097852","4933405D12Rik",1479
"1761376","ENSMUSG00000097853","Gm3532",1396
"1761390","ENSMUSG00000097854","Gm26602",285
"1761394","ENSMUSG00000097855","A930007I19Rik",4897
"1761418","ENSMUSG00000097858","9530052C20Rik",1372
"1761422","ENSMUSG00000097863","1010001B22Rik",589
"1761426","ENSMUSG00000097870","Gm26868",2655
"1761431","ENSMUSG00000097871","B230104I21Rik",876
"1761437","ENSMUSG00000097874","C030010L15Rik",763
"1761444","ENSMUSG00000097875","Gm26704",2901
"1761447","ENSMUSG00000097876","Gm16892",1726
"1761453","ENSMUSG00000097877","Gm26703",5491
"1761466","ENSMUSG00000097878","Gm8764",1291
"1761483","ENSMUSG00000097881","Celrr",3876
"1761501","ENSMUSG00000097882","0610038B21Rik",3071
"1761507","ENSMUSG00000097883","Gm8357",1011
"1761510","ENSMUSG00000097884","Gm26543",2221
"1761514","ENSMUSG00000097885","5031434O11Rik",3731
"1761529","ENSMUSG00000097886","Gsg1l2",1216
"1761553","ENSMUSG00000097887","Gm26542",1478
"1761561","ENSMUSG00000097888","Gm26682",1770
"1761566","ENSMUSG00000097890","4930547M16Rik",2400
"1761573","ENSMUSG00000097891","Gm3650",747
"1761580","ENSMUSG00000097892","Gm26801",1791
"1761587","ENSMUSG00000097893","1700034P13Rik",3101
"1761627","ENSMUSG00000097895","Gm18709",489
"1761631","ENSMUSG00000097896","Gm26800",349
"1761635","ENSMUSG00000097897","Rpl31-ps25",379
"1761638","ENSMUSG00000097898","4930455B14Rik",1427
"1761662","ENSMUSG00000097899","Gm16894",842
"1761668","ENSMUSG00000097900","Gm8652",964
"1761671","ENSMUSG00000097901","Gm26680",2874
"1761686","ENSMUSG00000097902","Gm26531",1967
"1761690","ENSMUSG00000097903","Gm26679",659
"1761695","ENSMUSG00000097906","Gm9625",955
"1761698","ENSMUSG00000097907","Raxos1",2547
"1761705","ENSMUSG00000097908","4933404O12Rik",4748
"1761728","ENSMUSG00000097910","5033428I22Rik",10945
"1761744","ENSMUSG00000097911","Gm26691",8909
"1761756","ENSMUSG00000097914","Gm26838",911
"1761761","ENSMUSG00000097915","A330009N23Rik",1772
"1761774","ENSMUSG00000097917","Gm26839",1162
"1761785","ENSMUSG00000097918","Ascl5",567
"1761791","ENSMUSG00000097919","Gm27021",758
"1761805","ENSMUSG00000097920","Gm7784",989
"1761808","ENSMUSG00000097921","Gm26576",1977
"1761813","ENSMUSG00000097923","Gm26577",2184
"1761818","ENSMUSG00000097924","A730020E08Rik",3895
"1761829","ENSMUSG00000097925","Gm26574",2141
"1761833","ENSMUSG00000097926","Gm26575",2232
"1761836","ENSMUSG00000097927","Gm6999",4423
"1761863","ENSMUSG00000097929","Tunar",6157
"1761890","ENSMUSG00000097930","C330002G04Rik",2776
"1761902","ENSMUSG00000097931","Gm11392",710
"1761908","ENSMUSG00000097932","C430039J16Rik",658
"1761912","ENSMUSG00000097933","1700039M10Rik",532
"1761916","ENSMUSG00000097934","6720483E21Rik",1120
"1761922","ENSMUSG00000097935","Gm3809",1006
"1761925","ENSMUSG00000097936","Gm4819",1009
"1761928","ENSMUSG00000097937","Gm6967",1007
"1761931","ENSMUSG00000097938","Gm26933",827
"1761935","ENSMUSG00000097939","Gm8601",909
"1761938","ENSMUSG00000097940","Gm21392",972
"1761941","ENSMUSG00000097941","Gm8984",1019
"1761944","ENSMUSG00000097942","Gm26968",481
"1761947","ENSMUSG00000097943","Gm7833",990
"1761950","ENSMUSG00000097944","A130014A01Rik",2323
"1761953","ENSMUSG00000097945","Gm17799",667
"1761956","ENSMUSG00000097946","Gm8343",994
"1761959","ENSMUSG00000097947","Gm26970",964
"1761962","ENSMUSG00000097948","Gm21430",998
"1761965","ENSMUSG00000097949","Gm5354",973
"1761968","ENSMUSG00000097950","Gm17800",971
"1761971","ENSMUSG00000097951","Gm7611",1000
"1761974","ENSMUSG00000097952","Gm4398",992
"1761977","ENSMUSG00000097953","Gm26952",409
"1761981","ENSMUSG00000097954","Gm4217",1002
"1761984","ENSMUSG00000097955","Gm26950",498
"1761988","ENSMUSG00000097957","Gm8993",983
"1761991","ENSMUSG00000097958","Gm8492",987
"1761994","ENSMUSG00000097959","Gm6931",1009
"1761997","ENSMUSG00000097960","A330074K22Rik",2489
"1762002","ENSMUSG00000097961","Gm27000",842
"1762005","ENSMUSG00000097962","1700034G24Rik",1081
"1762018","ENSMUSG00000097963","Gm27001",936
"1762021","ENSMUSG00000097964","Gm21045",1020
"1762024","ENSMUSG00000097965","Gm5839",1007
"1762027","ENSMUSG00000097966","Gm9423",997
"1762030","ENSMUSG00000097967","Gm27002",620
"1762034","ENSMUSG00000097968","Tpi-rs2",756
"1762037","ENSMUSG00000097970","Gm27028",399
"1762040","ENSMUSG00000097972","Scgb2b15",508
"1762062","ENSMUSG00000097973","Gm4929",992
"1762065","ENSMUSG00000097974","Gm10605",3569
"1762072","ENSMUSG00000097975","Gm8079",975
"1762075","ENSMUSG00000097976","Gm26918",728
"1762080","ENSMUSG00000097977","Gm5652",1008
"1762083","ENSMUSG00000097979","Gm4691",1043
"1762091","ENSMUSG00000097980","Gm26972",1477
"1762109","ENSMUSG00000097981","Gm7583",1005
"1762112","ENSMUSG00000097982","Scgb2b12",511
"1762124","ENSMUSG00000097983","Gm26971",1072
"1762127","ENSMUSG00000097984","Gm8167",958
"1762130","ENSMUSG00000097985","Gm5274",1003
"1762133","ENSMUSG00000097986","Gm26953",4532
"1762180","ENSMUSG00000097987","Gm17786",427
"1762183","ENSMUSG00000097988","Gm10535",915
"1762188","ENSMUSG00000097989","Gm4335",1004
"1762191","ENSMUSG00000097990","Gm19557",2765
"1762196","ENSMUSG00000097991","Gm7656",1004
"1762199","ENSMUSG00000097992","Gm27016",715
"1762204","ENSMUSG00000097993","Ptprv",6987
"1762328","ENSMUSG00000097994","Gm26982",1151
"1762331","ENSMUSG00000097995","Gm24362",416
"1762334","ENSMUSG00000097996","Gm5313",987
"1762337","ENSMUSG00000097997","Gm27017",656
"1762342","ENSMUSG00000097998","Gm27019",404
"1762345","ENSMUSG00000097999","Gm9061",1006
"1762348","ENSMUSG00000098000","Gm27026",892
"1762351","ENSMUSG00000098001","Gm27048",4627
"1762355","ENSMUSG00000098002","Gm9658",1012
"1762358","ENSMUSG00000098003","Gm6317",1000
"1762362","ENSMUSG00000098004","Gm27027",547
"1762372","ENSMUSG00000098005","Gm6114",968
"1762375","ENSMUSG00000098006","Gm8565",1014
"1762378","ENSMUSG00000098007","Gm8614",978
"1762381","ENSMUSG00000098008","A930001A20Rik",1366
"1762387","ENSMUSG00000098009","Gm5597",1193
"1762390","ENSMUSG00000098010","Gm21542",993
"1762393","ENSMUSG00000098011","Gm21232",1006
"1762396","ENSMUSG00000098012","Gm8907",1003
"1762399","ENSMUSG00000098013","Gm9135",990
"1762402","ENSMUSG00000098014","Gm26967",2303
"1762405","ENSMUSG00000098015","Gm44527",2947
"1762415","ENSMUSG00000098016","Gm9211",975
"1762418","ENSMUSG00000098017","Gm5342",1003
"1762421","ENSMUSG00000098019","Gm2546",991
"1762424","ENSMUSG00000098021","Gm9522",926
"1762427","ENSMUSG00000098022","Zfp82",6041
"1762514","ENSMUSG00000098023","Gm19200",1001
"1762518","ENSMUSG00000098024","Gm27003",497
"1762522","ENSMUSG00000098025","Gm27013",1024
"1762525","ENSMUSG00000098026","Gm27014",937
"1762529","ENSMUSG00000098027","Gm27004",727
"1762532","ENSMUSG00000098028","Gm8824",990
"1762535","ENSMUSG00000098029","Gm7745",1417
"1762542","ENSMUSG00000098030","Gm6771",1001
"1762545","ENSMUSG00000098031","Gm9341",986
"1762548","ENSMUSG00000098033","Gm9381",1012
"1762551","ENSMUSG00000098035","Gm5335",1000
"1762554","ENSMUSG00000098036","Gm8955",1008
"1762558","ENSMUSG00000098037","Gm7765",974
"1762561","ENSMUSG00000098038","Gm8793",1303
"1762564","ENSMUSG00000098039","Gm26925",957
"1762567","ENSMUSG00000098040","Gm20757",1604
"1762578","ENSMUSG00000098041","Gm26981",3169
"1762582","ENSMUSG00000098042","Gm5710",995
"1762585","ENSMUSG00000098043","Gm26980",395
"1762588","ENSMUSG00000098044","Gm9162",991
"1762591","ENSMUSG00000098045","Gm26979",217
"1762595","ENSMUSG00000098046","Gm8254",972
"1762598","ENSMUSG00000098047","Gm18822",1025
"1762602","ENSMUSG00000098048","Gm8330",1008
"1762605","ENSMUSG00000098050","Gm5345",1014
"1762609","ENSMUSG00000098051","Gm27032",1116
"1762612","ENSMUSG00000098052","Gm5300",1003
"1762615","ENSMUSG00000098053","Gm27033",544
"1762618","ENSMUSG00000098054","Gm8192",958
"1762621","ENSMUSG00000098055","Gm26947",2929
"1762628","ENSMUSG00000098056","Gm8100",988
"1762631","ENSMUSG00000098057","Gm6283",1000
"1762634","ENSMUSG00000098058","Gm8529",745
"1762637","ENSMUSG00000098059","Gm27034",940
"1762640","ENSMUSG00000098060","Gm4842",835
"1762643","ENSMUSG00000098062","Gm26931",609
"1762646","ENSMUSG00000098064","Gm9192",985
"1762649","ENSMUSG00000098065","Gm5177",3785
"1762656","ENSMUSG00000098066","Gm26944",633
"1762662","ENSMUSG00000098067","Gm26943",957
"1762665","ENSMUSG00000098068","Gm7909",614
"1762668","ENSMUSG00000098069","Gm26942",797
"1762671","ENSMUSG00000098070","Gm8609",998
"1762674","ENSMUSG00000098071","Gm44525",2634
"1762679","ENSMUSG00000098072","Gm26995",1306
"1762686","ENSMUSG00000098073","Gm8048",996
"1762689","ENSMUSG00000098074","Gm26993",789
"1762692","ENSMUSG00000098075","Gm26994",1571
"1762700","ENSMUSG00000098076","Gm6981",1008
"1762703","ENSMUSG00000098077","Gm4960",1001
"1762706","ENSMUSG00000098078","Gm26992",468
"1762714","ENSMUSG00000098079","Gm6773",878
"1762717","ENSMUSG00000098080","Gm5732",1007
"1762720","ENSMUSG00000098081","Gm26913",732
"1762723","ENSMUSG00000098082","Gm20574",917
"1762733","ENSMUSG00000098083","Gm8957",1012
"1762736","ENSMUSG00000098084","Gm26914",223
"1762739","ENSMUSG00000098085","Gm8919",1014
"1762742","ENSMUSG00000098086","1700120C18Rik",985
"1762746","ENSMUSG00000098087","Gm17750",529
"1762750","ENSMUSG00000098088","Gm26916",352
"1762754","ENSMUSG00000098089","Gm26915",748
"1762757","ENSMUSG00000098090","2700099C18Rik",2190
"1762794","ENSMUSG00000098091","Gm16470",998
"1762797","ENSMUSG00000098092","Gm2076",971
"1762800","ENSMUSG00000098093","Gm8707",1078
"1762806","ENSMUSG00000098094","Scgb2b17",508
"1762839","ENSMUSG00000098095","Gm9274",984
"1762842","ENSMUSG00000098096","Gm26969",648
"1762847","ENSMUSG00000098097","6530403H02Rik",4009
"1762877","ENSMUSG00000098098","Bvht",699
"1762886","ENSMUSG00000098099","Gm7456",1011
"1762889","ENSMUSG00000098100","Gm7572",766
"1762892","ENSMUSG00000098101","Gm27006",943
"1762895","ENSMUSG00000098102","Gm2467",1010
"1762898","ENSMUSG00000098103","Gm27005",921
"1762901","ENSMUSG00000098104","Gm6085",1470
"1762904","ENSMUSG00000098105","Gm8825",998
"1762907","ENSMUSG00000098106","Gm5350",1002
"1762910","ENSMUSG00000098107","Gm27007",279
"1762915","ENSMUSG00000098108","Gm27008",1741
"1762929","ENSMUSG00000098109","9530085P06Rik",827
"1762932","ENSMUSG00000098110","Gm26956",986
"1762935","ENSMUSG00000098111","Gm4654",982
"1762938","ENSMUSG00000098112","Bin2",2704
"1763077","ENSMUSG00000098113","Gm2445",989
"1763080","ENSMUSG00000098114","Gm26957",977
"1763083","ENSMUSG00000098115","Gm8816",1163
"1763086","ENSMUSG00000098116","Gm7191",990
"1763089","ENSMUSG00000098118","Gm26960",412
"1763093","ENSMUSG00000098119","Gm26959",978
"1763096","ENSMUSG00000098120","Gm5914",510
"1763103","ENSMUSG00000098121","Gm27038",175
"1763106","ENSMUSG00000098122","Gm27039",962
"1763110","ENSMUSG00000098123","Gm4518",718
"1763113","ENSMUSG00000098124","Gm27036",980
"1763116","ENSMUSG00000098125","Gm9578",753
"1763119","ENSMUSG00000098126","Gm27037",960
"1763122","ENSMUSG00000098127","Gm4665",561
"1763126","ENSMUSG00000098128","Gm3693",2865
"1763130","ENSMUSG00000098129","Gm27040",504
"1763136","ENSMUSG00000098130","Gm17797",997
"1763139","ENSMUSG00000098131","Gm26989",749
"1763144","ENSMUSG00000098132","Rassf10",3496
"1763152","ENSMUSG00000098134","Rnf113a2",1383
"1763160","ENSMUSG00000098135","Gm6946",987
"1763163","ENSMUSG00000098136","Gm8513",1003
"1763166","ENSMUSG00000098137","Gm33962",2719
"1763176","ENSMUSG00000098138","Gm9081",991
"1763179","ENSMUSG00000098139","Gm26988",945
"1763182","ENSMUSG00000098140","Gm26938",744
"1763194","ENSMUSG00000098141","Gm6944",1006
"1763197","ENSMUSG00000098142","Gm7507",1008
"1763200","ENSMUSG00000098143","Gm26937",1008
"1763203","ENSMUSG00000098144","1700029N11Rik",1248
"1763223","ENSMUSG00000098145","Gm26936",498
"1763231","ENSMUSG00000098146","Gm26935",519
"1763235","ENSMUSG00000098147","Gm17798",1035
"1763238","ENSMUSG00000098149","Gapdh-ps14",1002
"1763241","ENSMUSG00000098150","4921515E04Rik",2885
"1763278","ENSMUSG00000098152","Gm27025",942
"1763283","ENSMUSG00000098153","Gm27024",755
"1763286","ENSMUSG00000098154","Gm5787",1038
"1763289","ENSMUSG00000098155","Gm27022",715
"1763293","ENSMUSG00000098156","Gm27023",285
"1763296","ENSMUSG00000098157","Gm9022",1396
"1763301","ENSMUSG00000098158","Gm4804",1644
"1763319","ENSMUSG00000098159","Gm21614",1005
"1763323","ENSMUSG00000098160","Gm26974",2418
"1763332","ENSMUSG00000098161","Platr11",388
"1763338","ENSMUSG00000098162","Gm26976",908
"1763341","ENSMUSG00000098163","Gm6216",687
"1763344","ENSMUSG00000098164","Gm5493",1951
"1763351","ENSMUSG00000098165","Gm26977",996
"1763354","ENSMUSG00000098166","Gm26978",304
"1763358","ENSMUSG00000098167","Gm18848",792
"1763361","ENSMUSG00000098169","Gm5205",1003
"1763364","ENSMUSG00000098170","Gm3890",207
"1763367","ENSMUSG00000098171","Gm9621",1003
"1763370","ENSMUSG00000098172","Gm26973",858
"1763383","ENSMUSG00000098173","Gm26923",996
"1763386","ENSMUSG00000098174","Gm8183",980
"1763389","ENSMUSG00000098175","Gm7545",1008
"1763392","ENSMUSG00000098176","Ccdc166",2584
"1763409","ENSMUSG00000098177","Gm4823",984
"1763412","ENSMUSG00000098179","Gm8709",1012
"1763415","ENSMUSG00000098180","Gm5430",915
"1763418","ENSMUSG00000098181","Rps12-ps24",381
"1763421","ENSMUSG00000098183","Gm27010",863
"1763425","ENSMUSG00000098184","Gm27011",972
"1763428","ENSMUSG00000098185","Gm9146",1006
"1763431","ENSMUSG00000098186","Gm7132",984
"1763434","ENSMUSG00000098187","Gm8927",981
"1763437","ENSMUSG00000098188","Sowahc",4482
"1763445","ENSMUSG00000098189","Gm8604",965
"1763448","ENSMUSG00000098190","Gm5210",1010
"1763452","ENSMUSG00000098191","Gm26962",265
"1763456","ENSMUSG00000098192","Gm3534",1001
"1763459","ENSMUSG00000098193","Gm26963",941
"1763462","ENSMUSG00000098194","Gm7286",1007
"1763465","ENSMUSG00000098195","Gm7693",988
"1763468","ENSMUSG00000098196","Gm26964",832
"1763472","ENSMUSG00000098197","BC051537",1938
"1763485","ENSMUSG00000098198","Gm9169",536
"1763488","ENSMUSG00000098199","Gm9358",927
"1763491","ENSMUSG00000098200","Gm7763",1006
"1763494","ENSMUSG00000098201","Gm26983",388
"1763497","ENSMUSG00000098202","B830012L14Rik",11679
"1763554","ENSMUSG00000098203","Gm9568",1008
"1763558","ENSMUSG00000098204","Gm26984",3510
"1763561","ENSMUSG00000098205","Gm9149",1007
"1763564","ENSMUSG00000098206","Mir181a-1hg",3388
"1763567","ENSMUSG00000098207","Arl14",1200
"1763575","ENSMUSG00000098208","Gm8349",1003
"1763578","ENSMUSG00000098209","Gm8245",987
"1763581","ENSMUSG00000098210","Gm5224",350
"1763585","ENSMUSG00000098211","Gm27045",1402
"1763588","ENSMUSG00000098212","Gm38706",2617
"1763593","ENSMUSG00000098213","Gm27044",796
"1763596","ENSMUSG00000098214","Gm27047",1819
"1763599","ENSMUSG00000098215","Gm7069",1008
"1763602","ENSMUSG00000098216","Gm5181",971
"1763605","ENSMUSG00000098217","Gm27046",463
"1763608","ENSMUSG00000098218","Gm27043",958
"1763611","ENSMUSG00000098219","Gm7481",995
"1763614","ENSMUSG00000098221","Gm27030",464
"1763617","ENSMUSG00000098222","Gm8318",872
"1763620","ENSMUSG00000098223","Gm4891",912
"1763623","ENSMUSG00000098224","Gm7985",981
"1763626","ENSMUSG00000098225","Gm9556",940
"1763629","ENSMUSG00000098226","Gm5272",982
"1763632","ENSMUSG00000098227","Gm4812",993
"1763635","ENSMUSG00000098228","Gm21070",985
"1763638","ENSMUSG00000098229","Gm7719",975
"1763641","ENSMUSG00000098230","1700095B10Rik",1391
"1763659","ENSMUSG00000098231","Gm6463",966
"1763662","ENSMUSG00000098232","Gm3671",1007
"1763665","ENSMUSG00000098233","Gm26954",1258
"1763674","ENSMUSG00000098234","Snhg6",1146
"1763696","ENSMUSG00000098235","Gm7497",993
"1763699","ENSMUSG00000098236","Gm7734",1011
"1763702","ENSMUSG00000098237","Gm7577",982
"1763705","ENSMUSG00000098238","Gm8756",929
"1763708","ENSMUSG00000098240","Gm4575",1002
"1763711","ENSMUSG00000098241","H2-Pa",697
"1763717","ENSMUSG00000098242","Gm26929",753
"1763720","ENSMUSG00000098243","Gm4258",1453
"1763727","ENSMUSG00000098244","Gm26928",572
"1763731","ENSMUSG00000098245","Gm26927",965
"1763734","ENSMUSG00000098246","Gm7627",999
"1763737","ENSMUSG00000098247","Mir7220",60
"1763740","ENSMUSG00000098248","Gm27222",427
"1763744","ENSMUSG00000098249","Gm27330",132
"1763747","ENSMUSG00000098251","Mir7656",62
"1763750","ENSMUSG00000098252","Mir6361",101
"1763753","ENSMUSG00000098253","Mir7219",54
"1763756","ENSMUSG00000098254","Gm27611",108
"1763759","ENSMUSG00000098255","Gm27223",606
"1763764","ENSMUSG00000098257","Gm27169",746
"1763771","ENSMUSG00000098258","Mir6369",106
"1763774","ENSMUSG00000098259","Gm27616",63
"1763777","ENSMUSG00000098260","Gm27522",230
"1763780","ENSMUSG00000098261","Gm27521",64
"1763783","ENSMUSG00000098262","Gm27520",81
"1763786","ENSMUSG00000098263","Mir6938",63
"1763789","ENSMUSG00000098264","Mir6414",82
"1763792","ENSMUSG00000098265","Gm27517",236
"1763795","ENSMUSG00000098266","Gm27516",98
"1763798","ENSMUSG00000098267","Mir7060",137
"1763801","ENSMUSG00000098268","Gm27514",110
"1763804","ENSMUSG00000098269","Mir8094",117
"1763807","ENSMUSG00000098270","Gm27221",961
"1763811","ENSMUSG00000098271","Gm27828",119
"1763814","ENSMUSG00000098272","Gm27233",307
"1763817","ENSMUSG00000098273","Mir6346",81
"1763820","ENSMUSG00000098274","Rpl24",1030
"1763851","ENSMUSG00000098275","Gm18014",817
"1763854","ENSMUSG00000098276","Mir6358",101
"1763857","ENSMUSG00000098278","Ranbp2-ps8",345
"1763860","ENSMUSG00000098279","Mir6908",63
"1763863","ENSMUSG00000098280","Mir7687",59
"1763866","ENSMUSG00000098281","Gm27529",80
"1763869","ENSMUSG00000098282","Mir6936",54
"1763872","ENSMUSG00000098284","A330093E20Rik",3329
"1763898","ENSMUSG00000098285","Mir7670",69
"1763901","ENSMUSG00000098286","Mir8091",139
"1763904","ENSMUSG00000098287","Mir6355",106
"1763907","ENSMUSG00000098288","Mir6900",60
