"","gene_id","gene_name","gene_length"
"3017764","ENSG00000228067","LINC01740",332
"3017769","ENSG00000228069","MTCO3P29",779
"3017773","ENSG00000228071","RPL7P47",556
"3017776","ENSG00000228072",NA,395
"3017781","ENSG00000228073",NA,397
"3017785","ENSG00000228074","UBBP5",266
"3017788","ENSG00000228075","BOD1L2",3324
"3017796","ENSG00000228076",NA,744
"3017799","ENSG00000228078","HLA-U",186
"3017802","ENSG00000228079",NA,560
"3017806","ENSG00000228081",NA,362
"3017809","ENSG00000228082","SIM1-AS1",380
"3017813","ENSG00000228083","IFNA14",1004
"3017821","ENSG00000228084",NA,1576
"3017827","ENSG00000228085",NA,155
"3017830","ENSG00000228086",NA,592
"3017834","ENSG00000228089","PNKDP1",430
"3017837","ENSG00000228092","COX6CP15",211
"3017840","ENSG00000228095",NA,315
"3017843","ENSG00000228097","MTATP6P11",670
"3017846","ENSG00000228098",NA,228
"3017849","ENSG00000228100","LINC01820",1266
"3017865","ENSG00000228105","LINC01757",646
"3017873","ENSG00000228107",NA,596
"3017877","ENSG00000228108","SPTBN1-AS1",536
"3017883","ENSG00000228109","MELTF-AS1",1139
"3017902","ENSG00000228110","ST13P19",1124
"3017906","ENSG00000228111","TPT1P2",503
"3017910","ENSG00000228112",NA,355
"3017913","ENSG00000228113",NA,4838
"3017978","ENSG00000228115",NA,403
"3017982","ENSG00000228118","MYL6P5",459
"3017985","ENSG00000228120",NA,1052
"3017990","ENSG00000228121","PHB1P3",819
"3017993","ENSG00000228122","MTND1P17",204
"3017996","ENSG00000228123",NA,1017
"3017999","ENSG00000228124","MDN1-AS1",472
"3018003","ENSG00000228125","AKIRIN1P2",570
"3018006","ENSG00000228126","FALEC",566
"3018010","ENSG00000228127","LINC01649",2428
"3018044","ENSG00000228131","IGHD6-6",18
"3018048","ENSG00000228132",NA,335
"3018051","ENSG00000228133",NA,2061
"3018061","ENSG00000228134","UBE2V1P14",558
"3018064","ENSG00000228135","LINC01494",1011
"3018071","ENSG00000228136",NA,347
"3018076","ENSG00000228137",NA,390
"3018080","ENSG00000228140","EFHD2-AS1",5178
"3018089","ENSG00000228141",NA,2820
"3018106","ENSG00000228142",NA,565
"3018114","ENSG00000228143",NA,581
"3018117","ENSG00000228144",NA,984
"3018139","ENSG00000228146","CASP16P",3538
"3018171","ENSG00000228149","RPL3P1",1211
"3018174","ENSG00000228150",NA,440
"3018178","ENSG00000228151",NA,3120
"3018182","ENSG00000228153",NA,445
"3018186","ENSG00000228154",NA,503
"3018190","ENSG00000228156",NA,370
"3018194","ENSG00000228157",NA,3097
"3018204","ENSG00000228158","TLE1P1",589
"3018207","ENSG00000228159","LINC01674",1245
"3018232","ENSG00000228160",NA,610
"3018241","ENSG00000228161",NA,162
"3018244","ENSG00000228162",NA,1534
"3018252","ENSG00000228165",NA,75
"3018255","ENSG00000228166","MTND1P11",876
"3018258","ENSG00000228167",NA,442
"3018261","ENSG00000228168","HNRNPA1P21",961
"3018264","ENSG00000228169","PPIAP19",492
"3018267","ENSG00000228170",NA,695
"3018271","ENSG00000228171",NA,249
"3018274","ENSG00000228172",NA,2793
"3018287","ENSG00000228173",NA,953
"3018292","ENSG00000228174",NA,1408
"3018303","ENSG00000228175","GEMIN8P4",729
"3018306","ENSG00000228176",NA,498
"3018310","ENSG00000228181",NA,243
"3018313","ENSG00000228182","MTND2P25",610
"3018316","ENSG00000228184","SNX19P1",2981
"3018319","ENSG00000228187",NA,571
"3018322","ENSG00000228189","LINC02843",2979
"3018389","ENSG00000228190","RPL23AP16",421
"3018392","ENSG00000228191",NA,151
"3018395","ENSG00000228192","ZNF691-DT",3784
"3018421","ENSG00000228193","ELOCP14",331
"3018424","ENSG00000228194",NA,265
"3018428","ENSG00000228195","RPL5P27",881
"3018432","ENSG00000228196","PTPN2P1",1072
"3018435","ENSG00000228198","OR2M3",9933
"3018452","ENSG00000228201",NA,389
"3018456","ENSG00000228203","GRASLND",5898
"3018592","ENSG00000228204",NA,911
"3018602","ENSG00000228205",NA,732
"3018605","ENSG00000228207",NA,625
"3018611","ENSG00000228208","LINC02869",1242
"3018627","ENSG00000228209","PNPP1",864
"3018630","ENSG00000228210","RPL7AP12",308
"3018633","ENSG00000228211","HYAL6P",1279
"3018638","ENSG00000228212","OFD1P17",3018
"3018641","ENSG00000228213","NLGN1-AS1",815
"3018651","ENSG00000228215","LINC02770",2312
"3018665","ENSG00000228216",NA,295
"3018669","ENSG00000228217","PNRC2P1",420
"3018672","ENSG00000228218","ATF4P3",1056
"3018675","ENSG00000228219","NPM1P30",828
"3018679","ENSG00000228221","LINC00578",6313
"3018738","ENSG00000228222",NA,462
"3018743","ENSG00000228223","HCG11",5696
"3018746","ENSG00000228224","NACA4P",1555
"3018754","ENSG00000228225","CRLF3P3",1219
"3018757","ENSG00000228226",NA,427
"3018761","ENSG00000228229",NA,384
"3018765","ENSG00000228231","TINAG-AS1",420
"3018770","ENSG00000228232","GAPDHP1",1005
"3018773","ENSG00000228234","GLRXP1",334
"3018776","ENSG00000228235",NA,415
"3018780","ENSG00000228236","TXNP5",315
"3018783","ENSG00000228237","EFCAB14-AS1",584
"3018793","ENSG00000228238",NA,1021
"3018796","ENSG00000228239",NA,399
"3018800","ENSG00000228240","TTTY17A",166
"3018804","ENSG00000228241","MOB1AP1",535
"3018807","ENSG00000228242","XPC-AS1",4015
"3018882","ENSG00000228247","UBBP2",231
"3018885","ENSG00000228248","NUTF2P3",384
"3018888","ENSG00000228251",NA,529
"3018892","ENSG00000228252","COL6A4P2",3928
"3018950","ENSG00000228253","MT-ATP8",207
"3018956","ENSG00000228255",NA,347
"3018960","ENSG00000228257",NA,721
"3018967","ENSG00000228259",NA,951
"3018975","ENSG00000228261","ITPRIP-AS1",954
"3018980","ENSG00000228262","LINC01320",10109
"3019179","ENSG00000228264","PSMD8P1",769
"3019182","ENSG00000228271","LINC02048",2451
"3019191","ENSG00000228272",NA,646
"3019196","ENSG00000228274",NA,4458
"3019218","ENSG00000228275","ARMCX3-AS1",490
"3019222","ENSG00000228277","UMLILO",575
"3019227","ENSG00000228278","ORM2",759
"3019245","ENSG00000228280",NA,434
"3019249","ENSG00000228283","KATNBL1P6",1466
"3019254","ENSG00000228285","LYPLA2P1",696
"3019257","ENSG00000228286",NA,1433
"3019260","ENSG00000228288","PCAT6",1624
"3019278","ENSG00000228289",NA,353
"3019281","ENSG00000228290","TBX18-AS1",2076
"3019333","ENSG00000228291","ARL4AP3",574
"3019336","ENSG00000228292",NA,257
"3019339","ENSG00000228293","IDH3B-DT",872
"3019343","ENSG00000228294","BMS1P17",316
"3019347","ENSG00000228295","LINC00392",1089
"3019360","ENSG00000228296","TTTY4C",1346
"3019366","ENSG00000228300","FAM174C",2096
"3019400","ENSG00000228301","RPL7P55",746
"3019403","ENSG00000228302",NA,2510
"3019410","ENSG00000228303",NA,1591
"3019415","ENSG00000228304","OR4K6P",897
"3019418","ENSG00000228305","PRELID1P6",654
"3019421","ENSG00000228307","OR2S1P",950
"3019424","ENSG00000228308","LINC01209",2400
"3019431","ENSG00000228309","LINC01350",2404
"3019551","ENSG00000228312","GAPDHP45",349
"3019554","ENSG00000228314","CYP4F29P",446
"3019559","ENSG00000228315","GUSBP11",7764
"3019648","ENSG00000228316","MTATP6P19",659
"3019652","ENSG00000228317","FKTN-AS1",906
"3019657","ENSG00000228318",NA,1116
"3019662","ENSG00000228319","SPATA2P1",2055
"3019666","ENSG00000228322","GLIS3-AS2",873
"3019670","ENSG00000228323","MYADM-AS1",439
"3019676","ENSG00000228325","IGKV3D-7",384
"3019684","ENSG00000228327",NA,417
"3019691","ENSG00000228328","PGK1P1",1248
"3019694","ENSG00000228329","LINC01890",1915
"3019717","ENSG00000228330",NA,793
"3019720","ENSG00000228331","RPL17P43",586
"3019723","ENSG00000228334",NA,4882
"3019733","ENSG00000228335",NA,607
"3019736","ENSG00000228336","OR9H1P",4888
"3019749","ENSG00000228337","PPIAP69",241
"3019752","ENSG00000228338","LINC01784",378
"3019756","ENSG00000228339","AMD1P1",922
"3019760","ENSG00000228340","MIR646HG",27017
"3020234","ENSG00000228341",NA,280
"3020237","ENSG00000228343",NA,450
"3020241","ENSG00000228345",NA,1031
"3020244","ENSG00000228347","FTLP17",525
"3020247","ENSG00000228348","EFCAB14P1",463
"3020250","ENSG00000228349","RPS26P4",355
"3020253","ENSG00000228350","LINC02585",196
"3020258","ENSG00000228351",NA,1319
"3020277","ENSG00000228352",NA,635
"3020282","ENSG00000228353",NA,313
"3020286","ENSG00000228354",NA,751
"3020291","ENSG00000228355",NA,330
"3020298","ENSG00000228358","LINC02263",12555
"3020414","ENSG00000228360",NA,275
"3020418","ENSG00000228361",NA,470
"3020423","ENSG00000228363","CHMP3-AS1",2860
"3020442","ENSG00000228364","SAR1AP1",596
"3020445","ENSG00000228365",NA,484
"3020449","ENSG00000228366",NA,492
"3020452","ENSG00000228367",NA,991
"3020455","ENSG00000228368",NA,459
"3020459","ENSG00000228369","TXNDC12-AS1",391
"3020464","ENSG00000228372","SMIM10L2B-AS1",1328
"3020479","ENSG00000228373",NA,260
"3020482","ENSG00000228374","RPL9P13",575
"3020485","ENSG00000228375","RPS20P25",352
"3020488","ENSG00000228376","GAS2L1P2",2262
"3020495","ENSG00000228379",NA,448
"3020500","ENSG00000228380","MYL6BP1",615
"3020503","ENSG00000228382","ITPKB-IT1",1455
"3020510","ENSG00000228383","FAM197Y7",2544
"3020521","ENSG00000228384",NA,477
"3020525","ENSG00000228386",NA,603
"3020530","ENSG00000228391",NA,578
"3020534","ENSG00000228392",NA,3732
"3020544","ENSG00000228393","LINC01004",3973
"3020565","ENSG00000228395",NA,3007
"3020580","ENSG00000228397","LINC01635",1588
"3020601","ENSG00000228398","HMGN2P25",268
"3020604","ENSG00000228399",NA,343
"3020607","ENSG00000228400","CNTNAP5-DT",3189
"3020616","ENSG00000228401",NA,1712
"3020649","ENSG00000228403",NA,273
"3020653","ENSG00000228404",NA,557
"3020657","ENSG00000228407",NA,340
"3020660","ENSG00000228408",NA,2853
"3020677","ENSG00000228409","CCT6P1",1544
"3020693","ENSG00000228410","ELOCP24",334
"3020696","ENSG00000228411","CDY4P",1513
"3020700","ENSG00000228412","LNC-LBCS",13836
"3020890","ENSG00000228413",NA,344
"3020894","ENSG00000228414","REL-DT",4424
"3020906","ENSG00000228415","PTMAP1",325
"3020909","ENSG00000228417",NA,470
"3020914","ENSG00000228420","LINC01768",476
"3020920","ENSG00000228421",NA,588
"3020924","ENSG00000228422","LINC00687",2266
"3020956","ENSG00000228423",NA,353
"3020960","ENSG00000228426",NA,462
"3020964","ENSG00000228427",NA,967
"3020974","ENSG00000228429",NA,787
"3020977","ENSG00000228430",NA,95
"3020980","ENSG00000228431","ARL5AP3",386
"3020983","ENSG00000228432","DHFRP2",5706
"3021001","ENSG00000228433","OR7E23P",1000
"3021004","ENSG00000228434",NA,1866
"3021009","ENSG00000228436","RRAGC-DT",2099
"3021028","ENSG00000228437","LINC02474",1366
"3021037","ENSG00000228438",NA,144
"3021040","ENSG00000228440","MTND5P6",1798
"3021043","ENSG00000228444",NA,865
"3021046","ENSG00000228445","UGT1A2P",866
"3021049","ENSG00000228446","ANKRD49P1",714
"3021052","ENSG00000228450","NLRP7P1",608
"3021055","ENSG00000228451","SDAD1P1",4022
"3021068","ENSG00000228452","C1orf50-AS1",484
"3021072","ENSG00000228453","RPS15AP9",381
"3021075","ENSG00000228459","LINC01546",5109
"3021101","ENSG00000228460","CYP2C59P",269
"3021105","ENSG00000228462","RPS19P7",396
"3021108","ENSG00000228463",NA,8224
"3021133","ENSG00000228464",NA,650
"3021137","ENSG00000228465","TRAPPC2P10",323
"3021142","ENSG00000228466","TUBB4AP1",1325
"3021145","ENSG00000228467",NA,891
"3021150","ENSG00000228470",NA,518
"3021155","ENSG00000228471",NA,129
"3021158","ENSG00000228473","LIN28AP2",458
"3021162","ENSG00000228474","OST4",600
"3021194","ENSG00000228476","CSTP1",419
"3021199","ENSG00000228477",NA,725
"3021202","ENSG00000228478",NA,539
"3021207","ENSG00000228480",NA,1500
"3021215","ENSG00000228481","PRKCE-AS1",374
"3021219","ENSG00000228482","LINC01713",1337
"3021232","ENSG00000228484",NA,3038
"3021272","ENSG00000228485","GRK5-IT1",400
"3021276","ENSG00000228486","C2orf92",6503
"3021819","ENSG00000228487",NA,649
"3021827","ENSG00000228488",NA,236
"3021831","ENSG00000228489","RPL21P50",477
"3021834","ENSG00000228492","RAB11FIP1P1",1762
"3021837","ENSG00000228495","LINC01013",20523
"3022290","ENSG00000228496",NA,1197
"3022297","ENSG00000228499","TMSB10P1",132
"3022300","ENSG00000228501","RPL15P18",612
"3022303","ENSG00000228502","EEF1A1P11",1389
"3022306","ENSG00000228503",NA,456
"3022310","ENSG00000228504","LINC01760",382
"3022314","ENSG00000228505",NA,346
"3022322","ENSG00000228506","PNISR-AS1",3258
"3022332","ENSG00000228507","DAP3P2",510
"3022335","ENSG00000228509",NA,5773
"3022382","ENSG00000228510",NA,1734
"3022386","ENSG00000228513",NA,1090
"3022389","ENSG00000228517","CT47A7",1294
"3022401","ENSG00000228518","SURF6P1",827
"3022404","ENSG00000228519","RANBP1P1",606
"3022407","ENSG00000228521",NA,367
"3022411","ENSG00000228522",NA,348
"3022416","ENSG00000228523","DNAJB6P4",728
"3022419","ENSG00000228525",NA,199
"3022422","ENSG00000228526","MIR34AHG",8705
"3022436","ENSG00000228527",NA,328
"3022440","ENSG00000228528",NA,1634
"3022456","ENSG00000228530",NA,251
"3022460","ENSG00000228532","SUMO2P21",288
"3022463","ENSG00000228536","LYPLAL1-AS1",2837
"3022502","ENSG00000228538",NA,1540
"3022528","ENSG00000228539",NA,823
"3022533","ENSG00000228540",NA,557
"3022537","ENSG00000228541",NA,4328
"3022567","ENSG00000228543",NA,1715
"3022571","ENSG00000228544","CCDC183-AS1",2386
"3022578","ENSG00000228546","PMS2P12",374
"3022583","ENSG00000228547","OR7E26P",1006
"3022586","ENSG00000228548","ITPKB-AS1",538
"3022590","ENSG00000228549",NA,3293
"3022618","ENSG00000228550",NA,400
"3022621","ENSG00000228551","SNRPGP9",225
"3022624","ENSG00000228553",NA,384
"3022628","ENSG00000228554",NA,731
"3022632","ENSG00000228557","HSPA8P17",1382
"3022636","ENSG00000228559",NA,1776
"3022649","ENSG00000228560",NA,1063
"3022655","ENSG00000228561",NA,587
"3022661","ENSG00000228563",NA,646
"3022666","ENSG00000228564","LINC01005",3508
"3022683","ENSG00000228566",NA,2942
"3022706","ENSG00000228567","VN1R4",1048
"3022714","ENSG00000228568","RPS15AP13",326
"3022717","ENSG00000228570","NUTM2E",6588
"3022760","ENSG00000228571","HSFY7P",318
"3022764","ENSG00000228572",NA,259
"3022768","ENSG00000228573",NA,411
"3022773","ENSG00000228577",NA,440
"3022778","ENSG00000228578","TUBB1P2",1306
"3022784","ENSG00000228585",NA,395
"3022787","ENSG00000228586",NA,510
"3022792","ENSG00000228587",NA,601
"3022796","ENSG00000228589","SPCS2P4",681
"3022799","ENSG00000228590","MIR4432HG",9514
"3022836","ENSG00000228592","D21S2088E",7719
"3022888","ENSG00000228593","CFTRP1",183
"3022891","ENSG00000228594","FNDC10",2124
"3022899","ENSG00000228595","PAICSP2",1150
"3022902","ENSG00000228596",NA,422
"3022906","ENSG00000228597","MTND4P1",1466
"3022909","ENSG00000228598","MACC1-AS1",639
"3022915","ENSG00000228599","RPL7P52",742
"3022918","ENSG00000228600","POLR2CP1",765
"3022921","ENSG00000228601","RPL39P",156
"3022924","ENSG00000228604",NA,1110
"3022937","ENSG00000228606","DCAF8-DT",1384
"3022947","ENSG00000228607","CLDN25",690
"3022953","ENSG00000228610","PDCL2P1",352
"3022956","ENSG00000228611","HNF4GP1",1249
"3022959","ENSG00000228612","HK2P1",2737
"3022962","ENSG00000228613",NA,786
"3022967","ENSG00000228615","CENPNP2",1017
"3022972","ENSG00000228618",NA,391
"3022976","ENSG00000228620",NA,556
"3022981","ENSG00000228622",NA,437
"3022985","ENSG00000228623","ZNF883",11370
"3023001","ENSG00000228624","HDAC2-AS2",8823
"3023100","ENSG00000228625",NA,814
"3023105","ENSG00000228626",NA,285
"3023109","ENSG00000228627",NA,965
"3023118","ENSG00000228629",NA,434
"3023123","ENSG00000228630","HOTAIR",3083
"3023159","ENSG00000228634",NA,517
"3023163","ENSG00000228636","LINC02663",816
"3023174","ENSG00000228638","FCF1P2",583
"3023177","ENSG00000228639","ROCR",3586
"3023238","ENSG00000228643",NA,922
"3023247","ENSG00000228645","PHKG1P2",863
"3023250","ENSG00000228646","RPL31P13",370
"3023253","ENSG00000228648",NA,205
"3023257","ENSG00000228649","SNHG26",7475
"3023384","ENSG00000228650",NA,785
"3023388","ENSG00000228653","HNRNPCP7",905
"3023391","ENSG00000228655",NA,3362
"3023421","ENSG00000228656","MYO5BP3",1279
"3023424","ENSG00000228657","RPL23AP58",469
"3023427","ENSG00000228658",NA,391
"3023431","ENSG00000228659","LINC01201",561
"3023439","ENSG00000228660","VN1R35P",693
"3023442","ENSG00000228661","STIM1-AS1",494
"3023446","ENSG00000228663","PSMD10P1",681
"3023449","ENSG00000228664",NA,511
"3023452","ENSG00000228665",NA,253
"3023455","ENSG00000228666","KRT18P1",1331
"3023458","ENSG00000228667",NA,268
"3023462","ENSG00000228668","TRGV5P",354
"3023466","ENSG00000228669","LINC00448",1637
"3023516","ENSG00000228670","NANOGP2",727
"3023519","ENSG00000228672","PROB1",4513
"3023527","ENSG00000228674","PPIAP59",493
"3023530","ENSG00000228675",NA,273
"3023534","ENSG00000228677","TTC3-AS1",1097
"3023538","ENSG00000228679",NA,835
"3023544","ENSG00000228680",NA,1205
"3023555","ENSG00000228681",NA,824
"3023558","ENSG00000228683",NA,579
"3023562","ENSG00000228685",NA,196
"3023565","ENSG00000228686",NA,629
"3023569","ENSG00000228687",NA,378
"3023573","ENSG00000228688","COL11A2P1",676
"3023581","ENSG00000228689",NA,2211
"3023595","ENSG00000228692",NA,602
"3023599","ENSG00000228694","MTND4P18",465
"3023602","ENSG00000228695","CES1P1",1704
"3023618","ENSG00000228696","ARL17B",12818
"3023744","ENSG00000228697",NA,6035
"3023871","ENSG00000228700",NA,292
"3023874","ENSG00000228701","TNKS2-DT",1002
"3023887","ENSG00000228702",NA,345
"3023890","ENSG00000228703",NA,688
"3023895","ENSG00000228705","LINC00659",2663
"3023934","ENSG00000228707",NA,509
"3023938","ENSG00000228708",NA,461
"3023942","ENSG00000228709","LINC02575",6257
"3023952","ENSG00000228711",NA,377
"3023955","ENSG00000228714",NA,2988
"3023989","ENSG00000228716","DHFR",4411
"3024070","ENSG00000228717","NAB1P1",1487
"3024073","ENSG00000228718","LINC02521",1831
"3024085","ENSG00000228719",NA,372
"3024089","ENSG00000228721",NA,166
"3024092","ENSG00000228723","SRGAP3-AS2",1439
"3024112","ENSG00000228725","MTND2P12",1252
"3024115","ENSG00000228727","SAPCD1",1699
"3024147","ENSG00000228728","PPIAP91",494
"3024150","ENSG00000228729",NA,821
"3024154","ENSG00000228730","LINC02013",1664
"3024169","ENSG00000228734",NA,859
"3024173","ENSG00000228735",NA,757
"3024177","ENSG00000228737",NA,621
"3024182","ENSG00000228739",NA,499
"3024186","ENSG00000228740","GABRG3-AS1",2864
"3024207","ENSG00000228741","SPATA13",1721
"3024214","ENSG00000228742","LINC02577",4510
"3024253","ENSG00000228744","RPS3AP30",848
"3024256","ENSG00000228748",NA,3532
"3024264","ENSG00000228750","LINC01672",2188
"3024285","ENSG00000228751",NA,1066
"3024288","ENSG00000228753","EIF4BP2",1794
"3024291","ENSG00000228754","RPL13AP19",584
"3024294","ENSG00000228755","PABPC1P8",2086
"3024297","ENSG00000228757",NA,141
"3024300","ENSG00000228759","FAF2P1",1298
"3024303","ENSG00000228763","LIMS1-AS1",477
"3024308","ENSG00000228764","ZNF885P",1098
"3024313","ENSG00000228766","RPL7L1P8",741
"3024316","ENSG00000228767","KRT8P18",1445
"3024319","ENSG00000228768","MIR365BHG",459
"3024324","ENSG00000228769","ABCF2P2",296
"3024328","ENSG00000228770",NA,264
"3024331","ENSG00000228771",NA,306
"3024336","ENSG00000228772",NA,743
"3024341","ENSG00000228775","WEE2-AS1",6678
"3024438","ENSG00000228776",NA,454
"3024442","ENSG00000228777","LINC02534",629
"3024453","ENSG00000228778",NA,731
"3024457","ENSG00000228779",NA,801
"3024461","ENSG00000228780",NA,234
"3024464","ENSG00000228781",NA,480
"3024467","ENSG00000228782",NA,473
"3024473","ENSG00000228783","H3P29",392
"3024477","ENSG00000228784","LINC00954",6491
"3024533","ENSG00000228786","SEPTIN14P23",1192
"3024543","ENSG00000228787","NLGN4Y-AS1",532
"3024549","ENSG00000228789","HCG22",2183
"3024580","ENSG00000228790",NA,284
"3024583","ENSG00000228791","THRB-AS1",7661
"3024628","ENSG00000228792",NA,793
"3024633","ENSG00000228793",NA,16186
"3024821","ENSG00000228794","LINC01128",17958
"3025088","ENSG00000228797","FAM207BP",505
"3025091","ENSG00000228799","LINC01939",1631
"3025101","ENSG00000228800",NA,541
"3025105","ENSG00000228801","PCMTD1-DT",4893
"3025124","ENSG00000228802",NA,429
"3025128","ENSG00000228803","MTCYBP42",1130
"3025131","ENSG00000228804",NA,717
"3025140","ENSG00000228806",NA,252
"3025143","ENSG00000228807","MRPS18CP6",223
"3025146","ENSG00000228808","HMGB3P4",514
"3025149","ENSG00000228809",NA,1700
"3025159","ENSG00000228810","PABPC1P11",2007
"3025163","ENSG00000228812","LAMA5-AS1",868
"3025185","ENSG00000228814",NA,415
"3025188","ENSG00000228815","MARK2P13",1849
"3025191","ENSG00000228816","AK3P5",519
"3025194","ENSG00000228817","BACH1-IT2",1291
"3025206","ENSG00000228818",NA,2720
"3025209","ENSG00000228819","AGKP2",1262
"3025212","ENSG00000228820","RPSAP1",880
"3025215","ENSG00000228823","PDE4DIPP10",649
"3025219","ENSG00000228824","MIR4500HG",16283
"3025311","ENSG00000228825","LAMTOR3P1",370
"3025314","ENSG00000228826",NA,544
"3025325","ENSG00000228827",NA,154
"3025329","ENSG00000228828","TLK2P2",2240
"3025333","ENSG00000228829",NA,213
"3025338","ENSG00000228830",NA,693
"3025342","ENSG00000228833",NA,99
"3025345","ENSG00000228834","ATP5MFP2",259
"3025348","ENSG00000228835",NA,1661
"3025354","ENSG00000228836","CT45A5",2644
"3025397","ENSG00000228837","CBX3P6",527
"3025400","ENSG00000228838",NA,675
"3025404","ENSG00000228839","PIK3IP1-DT",622
"3025411","ENSG00000228842","PCDH9-AS2",675
"3025422","ENSG00000228843",NA,696
"3025426","ENSG00000228844",NA,454
"3025429","ENSG00000228847","ATP5MC2P4",420
"3025432","ENSG00000228848","RPS20P13",358
"3025435","ENSG00000228850","CDY12P",1015
"3025438","ENSG00000228851","MTCO3P4",787
"3025441","ENSG00000228852",NA,1418
"3025464","ENSG00000228853","NEGR1-IT1",534
"3025469","ENSG00000228855",NA,298
"3025472","ENSG00000228856","USP17L30",1593
"3025478","ENSG00000228857","ACTR3-AS1",1581
"3025495","ENSG00000228860",NA,389
"3025498","ENSG00000228861","RPL23AP12",473
"3025501","ENSG00000228862",NA,6525
"3025518","ENSG00000228863",NA,4121
"3025577","ENSG00000228868","MYLKP1",1580
"3025584","ENSG00000228869","COX4I1P2",547
"3025587","ENSG00000228872","CSP1",778
"3025590","ENSG00000228873",NA,197
"3025594","ENSG00000228874",NA,361
"3025597","ENSG00000228876",NA,5374
"3025631","ENSG00000228877",NA,428
"3025635","ENSG00000228878","SEPTIN7-DT",6243
"3025677","ENSG00000228879","RPL35AP6",322
"3025680","ENSG00000228882","CICP9",1913
"3025685","ENSG00000228884","RPL23AP26",464
"3025688","ENSG00000228886",NA,310
"3025692","ENSG00000228887","EEF1DP1",896
"3025695","ENSG00000228888","LINC01428",874
"3025705","ENSG00000228889","UBAC2-AS1",2915
"3025734","ENSG00000228890","TTTY21",307
"3025738","ENSG00000228897",NA,739
"3025741","ENSG00000228898","MTCO1P43",488
"3025744","ENSG00000228901","HMGN2P36",409
"3025747","ENSG00000228902","ST6GALNAC2P1",836
"3025750","ENSG00000228903","RASA4CP",1398
"3025763","ENSG00000228909","LINC01803",798
"3025768","ENSG00000228914","OR1H1P",937
"3025771","ENSG00000228915","OR7E128P",1024
"3025774","ENSG00000228917","NECTIN4-AS1",1109
"3025779","ENSG00000228918","LINC01344",6904
"3025827","ENSG00000228919",NA,1296
"3025832","ENSG00000228922",NA,597
"3025838","ENSG00000228923",NA,480
"3025842","ENSG00000228925",NA,1835
"3025846","ENSG00000228927","TSPY3",1941
"3025899","ENSG00000228928","KPNA2P2",1489
"3025902","ENSG00000228929","RPS13P2",455
"3025905","ENSG00000228930","MTCO1P3",192
"3025908","ENSG00000228933",NA,6812
"3025961","ENSG00000228935",NA,2043
"3025967","ENSG00000228937","MTA3P1",1479
"3025970","ENSG00000228938","SNRPD2P1",354
"3025973","ENSG00000228939","AKT3-IT1",517
"3025977","ENSG00000228940",NA,921
"3025982","ENSG00000228941","UBE3AP2",2259
"3025986","ENSG00000228943",NA,235
"3025990","ENSG00000228944",NA,527
"3025994","ENSG00000228945","CLUHP2",1303
"3026005","ENSG00000228948","SLC25A6P5",1353
"3026011","ENSG00000228949","UGT1A12P",853
"3026014","ENSG00000228950",NA,308
"3026018","ENSG00000228952","LINC02041",246
"3026022","ENSG00000228953",NA,180
"3026025","ENSG00000228955","RPL7AP82",222
"3026029","ENSG00000228956","SATB1-AS1",16875
"3026470","ENSG00000228957",NA,821
"3026483","ENSG00000228958","PIGPP3",415
"3026486","ENSG00000228959",NA,417
"3026491","ENSG00000228960","OR2A9P",933
"3026494","ENSG00000228961","LINC01690",576
"3026498","ENSG00000228963","OR7E93P",907
"3026501","ENSG00000228965","RPSAP60",880
"3026504","ENSG00000228966","HOMER2P1",964
"3026507","ENSG00000228968",NA,529
"3026514","ENSG00000228970","UBTFL6",1024
"3026517","ENSG00000228971","LINC02607",7359
"3026562","ENSG00000228973",NA,271
"3026566","ENSG00000228974",NA,313
"3026569","ENSG00000228976","SUMO2P8",286
"3026572","ENSG00000228979","PPIAP55",490
"3026575","ENSG00000228980","LINC01205",6602
"3026618","ENSG00000228981",NA,843
"3026621","ENSG00000228982",NA,321
"3026625","ENSG00000228983","SLC47A1P1",945
"3026635","ENSG00000228984",NA,1129
"3026638","ENSG00000228985","TRDD3",13
"3026642","ENSG00000228986","PHF10P1",973
"3026646","ENSG00000228988",NA,457
"3026650","ENSG00000228992","RPL5P32",879
"3026653","ENSG00000228995","MTND1P9",944
"3026656","ENSG00000228997",NA,439
"3026659","ENSG00000228998",NA,588
"3026662","ENSG00000228999",NA,7106
"3026701","ENSG00000229000","SEPTIN7P8",775
"3026704","ENSG00000229001","ACTBP14",1089
"3026707","ENSG00000229002",NA,264
"3026711","ENSG00000229005","HNF4A-AS1",912
"3026720","ENSG00000229007","EXOSC3P1",500
"3026723","ENSG00000229009","TMPRSS11GP",1204
"3026734","ENSG00000229010",NA,818
"3026737","ENSG00000229011","LINC01038",428
"3026741","ENSG00000229012",NA,466
"3026746","ENSG00000229013",NA,126
"3026749","ENSG00000229014","RPL30P13",348
"3026752","ENSG00000229015",NA,180
"3026755","ENSG00000229016",NA,711
"3026758","ENSG00000229017","LINC01277",4180
"3026804","ENSG00000229018","PMS2P7",1336
"3026813","ENSG00000229019",NA,905
"3026817","ENSG00000229020","AKR7A2P1",915
"3026820","ENSG00000229021",NA,4109
"3026835","ENSG00000229022","RPL6P3",853
"3026838","ENSG00000229023","RAB1AP1",618
"3026842","ENSG00000229025",NA,516
"3026846","ENSG00000229027","HSFY1P1",1178
"3026850","ENSG00000229028","KRT223P",1292
